test_vraag01.py::test_vraag01_case1,1
test_vraag01.py::test_vraag01_case2,1
test_vraag01.py::test_vraag01_case3,1
test_vraag01.py::test_vraag01_case4,1
test_vraag01.py::test_vraag01_case5,1
test_vraag02.py::test_vraag02_case1,1
test_vraag02.py::test_vraag02_case2,1
test_vraag02.py::test_vraag02_case3,3
test_vraag04.py::test_vraag04,5
test_vraag05.py::test_vraag05,5
